,dow,Season,Total,dowsat,dowsun,dowmon,dowtue,dowwed,dowthu,dowfri,aj1,aj2,aj3,aj4,f1,f2,f3,f4,m1,m2,m3,m4
806,Wed,aj2,195.678,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,Tue,aj1,210.966,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
808,Mon,aj2,18.6375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,Thu,aj4,652.89,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
810,Fri,m2,90.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
811,Sun,f4,422.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
812,Fri,f2,341.0925,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
813,Fri,m3,99.9075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
814,Thu,aj4,408.408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
815,Thu,m2,446.964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
816,Wed,aj3,333.984,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
817,Sat,aj3,284.592,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
818,Sun,aj4,403.872,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
819,Sun,f1,247.59,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
820,Mon,m4,222.138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
821,Sun,f4,100.128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
822,Thu,f1,10.6785,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
823,Mon,m1,216.4365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
824,Thu,f2,441.588,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
825,Tue,aj4,92.442,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
826,Mon,aj4,681.4395,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,Tue,m4,130.032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828,Sun,m4,681.975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,Tue,m4,779.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,Thu,aj4,88.704,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
831,Mon,f4,262.794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
832,Wed,aj2,99.54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
833,Thu,f2,95.865,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
834,Tue,m2,299.3655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
835,Tue,m4,54.999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
836,Wed,aj2,202.335,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
837,Wed,aj1,281.169,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
838,Tue,aj2,586.635,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
839,Tue,aj2,184.086,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
840,Fri,f3,163.611,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
841,Thu,f4,63.315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
842,Sat,m1,82.887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843,Wed,f2,31.227,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
844,Sat,aj4,22.386,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
845,Wed,aj4,295.407,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
846,Sun,aj4,76.923,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
847,Wed,aj4,23.499,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
848,Tue,aj1,688.716,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
849,Sat,aj3,624.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
850,Fri,aj4,77.805,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
851,Tue,f3,206.808,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
852,Mon,aj2,390.9465,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
853,Mon,f4,554.295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,Wed,aj3,503.7375,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
855,Sat,f3,345.0195,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
856,Tue,f3,177.408,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,Thu,m1,118.902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
858,Fri,f3,362.817,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
859,Wed,aj3,450.1035,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
860,Wed,f3,90.5835,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
861,Tue,aj1,26.796,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862,Sun,m3,106.596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
863,Sat,aj2,375.3645,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
864,Tue,aj1,250.7085,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
865,Sat,aj4,106.5015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
866,Fri,m2,760.452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
867,Thu,aj3,131.922,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
868,Tue,aj1,76.5765,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
869,Sun,aj1,271.278,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
870,Sat,f3,182.427,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
871,Wed,m2,59.325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
872,Mon,aj4,225.015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873,Fri,aj3,561.078,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
874,Tue,m3,97.818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
875,Fri,m2,548.184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
876,Tue,f2,54.9675,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
877,Mon,f4,41.7375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
878,Thu,m3,756.168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
879,Sat,aj3,101.64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
880,Tue,aj1,348.705,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881,Sat,m4,85.512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882,Wed,f3,335.895,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
883,Sat,m4,216.846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
884,Tue,m3,175.014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
885,Sun,aj2,335.013,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
886,Tue,f1,92.295,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
887,Sat,m3,771.435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
888,Wed,m2,102.396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
889,Sun,m3,807.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
890,Thu,f3,439.215,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
891,Thu,f1,486.444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
892,Sat,m1,485.5725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
893,Wed,m1,148.995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
894,Wed,f1,317.835,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,Mon,aj4,832.944,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
896,Fri,aj3,446.439,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
897,Tue,f1,297.801,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
898,Sat,m1,629.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
899,Sat,f2,331.128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900,Mon,aj2,423.738,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
901,Sat,f2,193.074,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
902,Tue,m4,145.5825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
903,Mon,aj4,84.7455,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
904,Thu,f2,122.472,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
905,Sun,m4,329.196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
906,Sat,f2,888.405,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
907,Sun,m4,435.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
908,Wed,m4,167.034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
909,Sun,aj4,514.605,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
910,Wed,m4,91.8225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,Sat,aj3,235.746,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
912,Thu,f1,782.208,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
913,Thu,aj4,431.256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
914,Mon,f4,313.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
915,Sat,f1,223.587,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
916,Thu,m2,44.9925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
917,Mon,m2,397.614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918,Fri,f4,217.2555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
919,Sat,m1,82.719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920,Sun,m2,338.2155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921,Fri,f2,103.131,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
922,Fri,f4,26.733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
923,Thu,aj2,611.079,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
924,Thu,m2,221.886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
925,Thu,aj2,57.876,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
926,Fri,f3,92.7255,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
927,Sun,aj2,374.409,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,Fri,f3,833.9625,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
929,Sat,m1,53.151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
930,Sun,m4,629.496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
931,Sat,f1,175.035,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
932,Wed,f4,781.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
933,Sun,aj3,470.988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
934,Thu,aj1,397.845,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
935,Thu,aj4,270.018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
936,Sat,aj1,579.8415,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
937,Sat,m4,469.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
938,Sun,f3,290.0835,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
939,Thu,m3,360.927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
940,Sat,m1,279.384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
941,Wed,m4,943.299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
942,Sat,aj3,479.64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
943,Tue,f3,266.6475,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
944,Thu,m4,74.088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
945,Sat,aj1,690.018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
946,Tue,m4,176.925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
947,Sun,f1,56.469,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
948,Wed,f1,188.0025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,Sun,f4,222.012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
950,Thu,f3,125.7165,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
951,Wed,aj2,68.985,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952,Mon,f4,263.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
953,Sun,aj2,88.368,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
954,Sat,f2,415.233,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
955,Sun,aj1,312.8895,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
956,Thu,aj2,477.1305,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
957,Thu,f1,289.926,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
958,Wed,aj2,165.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
959,Tue,f3,932.337,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
960,Mon,m3,96.579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
961,Tue,f1,43.869,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
962,Tue,m3,16.275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
963,Sat,m4,304.983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
964,Sat,aj4,69.993,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
965,Sat,m1,80.367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
966,Mon,m1,314.685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
967,Sun,aj2,255.1815,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
968,Mon,m4,49.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
969,Mon,m2,181.0725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
970,Tue,m2,888.615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
971,Sun,f2,271.2885,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
972,Sat,aj4,640.038,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
973,Mon,f2,252.252,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
974,Thu,f1,180.873,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
975,Wed,m1,104.832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
976,Mon,m1,313.572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
977,Tue,f4,167.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
978,Sun,m2,26.7225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
979,Mon,f1,71.1585,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
980,Sat,aj3,250.278,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
981,Wed,aj3,244.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
982,Thu,m2,921.186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
983,Wed,aj3,734.706,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
984,Wed,aj2,708.3195,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
985,Thu,f1,334.4775,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
986,Mon,f3,30.996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
987,Thu,aj1,520.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
988,Fri,m4,864.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
989,Mon,aj4,633.108,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
990,Fri,m3,296.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
991,Thu,aj4,804.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
992,Sun,m2,121.863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
993,Fri,f4,183.645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
994,Mon,f3,63.9975,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
995,Tue,aj4,42.3675,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
996,Sat,m1,1022.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
997,Sat,f2,33.432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
998,Fri,f4,69.111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
999,Mon,f3,649.299,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
